Vacancy,Salary,Company,English,OperatingMode,ManagementMethods,Region,Education_Высшее,Education_Не требуется,Education_Среднее,WorkExperience_Более 6 лет,WorkExperience_Нет опыта,WorkExperience_От 1 года до 3 лет,WorkExperience_От 3 до 6 лет
1186,150000.0,2062,Не требуется,Полная занятость,Не указаны,48,True,False,False,False,False,False,True
1019,50000.0,217,Не требуется,Полная занятость,Не указаны,61,False,True,False,False,False,True,False
1329,30000.0,354,Не требуется,Частичная занятость,agile; scrum; waterfall,29,False,True,False,False,False,True,False
900,50000.0,1071,Не требуется,Полная занятость,Не указаны,52,False,True,False,False,False,True,False
770,100000.0,988,Не требуется,Полная занятость,Не указаны,48,True,False,False,False,False,True,False
909,100000.0,2320,Требуется,Полная занятость,Не указаны,48,False,True,False,False,False,True,False
756,50000.0,1718,Не требуется,Полная занятость,Не указаны,20,False,True,False,False,False,True,False
308,70000.0,745,Не требуется,Полная занятость,Не указаны,48,True,False,False,False,False,True,False
55,100000.0,75,Не требуется,Полная занятость,Не указаны,48,False,True,False,False,False,True,False
212,70000.0,134,Не требуется,Полная занятость,Не указаны,79,False,False,True,False,False,False,True
1681,160000.0,1334,Не требуется,Полная занятость,Не указаны,69,True,False,False,True,False,False,False
770,50000.0,2135,Не требуется,Полная занятость,Не указаны,13,False,True,False,False,False,True,False
1226,50000.0,494,Не требуется,Полная занятость,Не указаны,38,False,True,False,False,True,False,False
210,70000.0,1034,Не требуется,Полная занятость,Не указаны,20,True,False,False,False,False,True,False
900,80000.0,2000,Не требуется,Полная занятость,Не указаны,92,True,False,False,False,True,False,False
509,80000.0,1501,Не требуется,Полная занятость,Не указаны,48,True,False,False,False,False,True,False
184,120000.0,2053,Не требуется,Полная занятость,Не указаны,69,False,True,False,False,False,False,True
770,85000.0,1834,Не требуется,Полная занятость,Не указаны,69,True,False,False,False,False,False,True
900,100000.0,166,Не требуется,Полная занятость,Не указаны,48,False,True,False,False,False,True,False
1340,100000.0,2170,Не требуется,Полная занятость,Не указаны,39,False,False,True,False,True,False,False
97,200000.0,399,Не требуется,Полная занятость,Не указаны,48,False,True,False,False,False,False,True
1932,130000.0,454,Не требуется,Полная занятость,Не указаны,48,False,True,False,False,False,False,True
1224,60000.0,1138,Не требуется,Полная занятость,Не указаны,48,False,True,False,False,False,True,False
1062,60000.0,1375,Не требуется,Полная занятость,Не указаны,91,False,False,True,False,False,True,False
